﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Vinga A;71380;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;min, 1 gång per dygn;celsius
Lufttemperatur;max, 1 gång per dygn;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1927-04-01 00:00:00;1997-11-30 23:59:59;19.0;57.6322;11.6061
2007-06-01 00:00:00;2026-04-30 23:59:59;18.205;57.6322;11.6048

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1996-04-01 18:00:01;1996-04-02 18:00:00;1996-04-02;-4.0;G;2.0;G
1996-04-02 18:00:01;1996-04-03 18:00:00;1996-04-03;1.0;G;4.4;G
1996-04-03 18:00:01;1996-04-04 18:00:00;1996-04-04;2.0;G;4.0;G
1996-04-04 18:00:01;1996-04-05 18:00:00;1996-04-05;0.8;G;3.4;G
1996-04-05 18:00:01;1996-04-06 18:00:00;1996-04-06;0.2;G;9.1;G
1996-04-06 18:00:01;1996-04-07 18:00:00;1996-04-07;4.9;G;12.0;G
1996-04-07 18:00:01;1996-04-08 18:00:00;1996-04-08;5.3;G;9.5;G
1996-04-08 18:00:01;1996-04-09 18:00:00;1996-04-09;3.0;G;8.0;G
1996-04-09 18:00:01;1996-04-10 18:00:00;1996-04-10;2.0;G;9.5;G
1996-04-10 18:00:01;1996-04-11 18:00:00;1996-04-11;-4.5;G;7.0;G
1996-04-11 18:00:01;1996-04-12 18:00:00;1996-04-12;-3.7;G;4.1;G
1996-04-12 18:00:01;1996-04-13 18:00:00;1996-04-13;-0.4;G;7.8;G
1996-04-13 18:00:01;1996-04-14 18:00:00;1996-04-14;2.0;G;7.0;G
1996-04-14 18:00:01;1996-04-15 18:00:00;1996-04-15;3.7;G;6.3;G
1996-04-15 18:00:01;1996-04-16 18:00:00;1996-04-16;4.7;G;7.7;G
1996-04-16 18:00:01;1996-04-17 18:00:00;1996-04-17;4.7;G;7.4;G
1996-04-17 18:00:01;1996-04-18 18:00:00;1996-04-18;5.0;G;8.5;G
1996-04-18 18:00:01;1996-04-19 18:00:00;1996-04-19;6.4;G;7.6;G
1996-04-19 18:00:01;1996-04-20 18:00:00;1996-04-20;6.4;G;11.3;G
1996-04-20 18:00:01;1996-04-21 18:00:00;1996-04-21;7.1;G;12.0;G
1996-04-21 18:00:01;1996-04-22 18:00:00;1996-04-22;7.2;G;13.2;G
1996-04-22 18:00:01;1996-04-23 18:00:00;1996-04-23;10.3;G;14.8;G
1996-04-23 18:00:01;1996-04-24 18:00:00;1996-04-24;6.2;G;12.0;G
1996-04-24 18:00:01;1996-04-25 18:00:00;1996-04-25;5.9;G;8.4;G
1996-04-25 18:00:01;1996-04-26 18:00:00;1996-04-26;5.6;G;8.4;G
1996-04-26 18:00:01;1996-04-27 18:00:00;1996-04-27;0.7;G;8.0;G
1996-04-27 18:00:01;1996-04-28 18:00:00;1996-04-28;6.0;G;8.7;G
1996-04-28 18:00:01;1996-04-29 18:00:00;1996-04-29;4.8;G;7.3;G
1996-04-29 18:00:01;1996-04-30 18:00:00;1996-04-30;4.5;G;7.5;G
1996-04-30 18:00:01;1996-05-01 18:00:00;1996-05-01;5.2;G;9.0;G
1996-05-01 18:00:01;1996-05-02 18:00:00;1996-05-02;7.0;G;11.6;G
1996-05-02 18:00:01;1996-05-03 18:00:00;1996-05-03;7.2;G;11.3;G
1996-05-03 18:00:01;1996-05-04 18:00:00;1996-05-04;6.5;G;9.0;G
1996-05-04 18:00:01;1996-05-05 18:00:00;1996-05-05;5.8;G;9.0;G
1996-05-05 18:00:01;1996-05-06 18:00:00;1996-05-06;4.8;G;7.2;G
1996-05-06 18:00:01;1996-05-07 18:00:00;1996-05-07;4.9;G;7.0;G
1996-05-07 18:00:01;1996-05-08 18:00:00;1996-05-08;4.9;G;10.6;G
1996-05-08 18:00:01;1996-05-09 18:00:00;1996-05-09;6.0;G;11.0;G
1996-05-09 18:00:01;1996-05-10 18:00:00;1996-05-10;4.0;G;10.8;G
1996-05-10 18:00:01;1996-05-11 18:00:00;1996-05-11;4.8;G;8.7;G
1996-05-11 18:00:01;1996-05-12 18:00:00;1996-05-12;6.6;G;19.8;G
1996-05-12 18:00:01;1996-05-13 18:00:00;1996-05-13;10.0;G;14.6;G
1996-05-13 18:00:01;1996-05-14 18:00:00;1996-05-14;9.0;G;16.4;G
1996-05-14 18:00:01;1996-05-15 18:00:00;1996-05-15;7.4;G;14.6;G
1996-05-15 18:00:01;1996-05-16 18:00:00;1996-05-16;5.4;G;8.5;G
1996-05-16 18:00:01;1996-05-17 18:00:00;1996-05-17;5.6;G;9.5;G
1996-05-17 18:00:01;1996-05-18 18:00:00;1996-05-18;3.7;G;7.4;G
1996-05-18 18:00:01;1996-05-19 18:00:00;1996-05-19;5.7;G;8.2;G
1996-05-19 18:00:01;1996-05-20 18:00:00;1996-05-20;4.4;G;7.3;G
1996-05-20 18:00:01;1996-05-21 18:00:00;1996-05-21;5.2;G;7.9;G
1996-05-21 18:00:01;1996-05-22 18:00:00;1996-05-22;5.4;G;11.9;G
1996-05-22 18:00:01;1996-05-23 18:00:00;1996-05-23;7.0;G;11.8;G
1996-05-23 18:00:01;1996-05-24 18:00:00;1996-05-24;8.4;G;10.2;G
1996-05-24 18:00:01;1996-05-25 18:00:00;1996-05-25;6.4;G;11.9;G
1996-05-25 18:00:01;1996-05-26 18:00:00;1996-05-26;7.2;G;12.5;G
1996-05-26 18:00:01;1996-05-27 18:00:00;1996-05-27;7.3;G;12.2;G
1996-05-27 18:00:01;1996-05-28 18:00:00;1996-05-28;8.2;G;10.5;G
1996-05-28 18:00:01;1996-05-29 18:00:00;1996-05-29;7.2;G;10.3;G
1996-05-29 18:00:01;1996-05-30 18:00:00;1996-05-30;7.8;G;12.3;G
1996-05-30 18:00:01;1996-05-31 18:00:00;1996-05-31;10.1;G;16.2;G
1996-05-31 18:00:01;1996-06-01 18:00:00;1996-06-01;10.0;G;12.4;G
1996-06-01 18:00:01;1996-06-02 18:00:00;1996-06-02;9.4;G;13.5;G
1996-06-02 18:00:01;1996-06-03 18:00:00;1996-06-03;10.2;G;15.1;G
1996-06-03 18:00:01;1996-06-04 18:00:00;1996-06-04;11.3;G;14.7;G
1996-06-04 18:00:01;1996-06-05 18:00:00;1996-06-05;10.0;G;13.7;G
1996-06-05 18:00:01;1996-06-06 18:00:00;1996-06-06;11.4;G;17.5;G
1996-06-06 18:00:01;1996-06-07 18:00:00;1996-06-07;12.8;G;17.6;G
1996-06-07 18:00:01;1996-06-08 18:00:00;1996-06-08;15.5;G;20.0;G
1996-06-08 18:00:01;1996-06-09 18:00:00;1996-06-09;13.0;G;16.4;G
1996-06-09 18:00:01;1996-06-10 18:00:00;1996-06-10;12.9;G;18.8;G
1996-06-10 18:00:01;1996-06-11 18:00:00;1996-06-11;13.7;G;17.4;G
1996-06-11 18:00:01;1996-06-12 18:00:00;1996-06-12;9.4;G;16.7;G
1996-06-12 18:00:01;1996-06-13 18:00:00;1996-06-13;10.2;G;16.2;G
1996-06-13 18:00:01;1996-06-14 18:00:00;1996-06-14;10.4;G;14.6;G
1996-06-14 18:00:01;1996-06-15 18:00:00;1996-06-15;11.1;G;15.1;G
1996-06-15 18:00:01;1996-06-16 18:00:00;1996-06-16;12.4;G;18.3;G
1996-06-16 18:00:01;1996-06-17 18:00:00;1996-06-17;10.7;G;18.0;G
1996-06-17 18:00:01;1996-06-18 18:00:00;1996-06-18;10.0;G;14.3;G
1996-06-18 18:00:01;1996-06-19 18:00:00;1996-06-19;10.2;G;14.6;G
1996-06-19 18:00:01;1996-06-20 18:00:00;1996-06-20;11.4;G;14.8;G
1996-06-20 18:00:01;1996-06-21 18:00:00;1996-06-21;10.4;G;14.8;G
1996-06-21 18:00:01;1996-06-22 18:00:00;1996-06-22;11.3;G;14.7;G
1996-06-22 18:00:01;1996-06-23 18:00:00;1996-06-23;10.8;G;14.5;G
1996-06-23 18:00:01;1996-06-24 18:00:00;1996-06-24;13.2;G;18.5;G
1996-06-24 18:00:01;1996-06-25 18:00:00;1996-06-25;15.3;G;19.8;G
1996-06-25 18:00:01;1996-06-26 18:00:00;1996-06-26;12.5;G;19.2;G
1996-06-26 18:00:01;1996-06-27 18:00:00;1996-06-27;12.4;G;16.0;G
1996-06-27 18:00:01;1996-06-28 18:00:00;1996-06-28;13.4;G;16.5;G
1996-06-28 18:00:01;1996-06-29 18:00:00;1996-06-29;13.2;G;16.4;G
1996-06-29 18:00:01;1996-06-30 18:00:00;1996-06-30;12.4;G;16.7;G
1996-06-30 18:00:01;1996-07-01 18:00:00;1996-07-01;11.5;G;14.0;G
1996-07-01 18:00:01;1996-07-02 18:00:00;1996-07-02;11.0;G;15.0;G
1996-07-02 18:00:01;1996-07-03 18:00:00;1996-07-03;10.6;G;16.0;G
1996-07-03 18:00:01;1996-07-04 18:00:00;1996-07-04;13.5;G;16.2;G
1996-07-04 18:00:01;1996-07-05 18:00:00;1996-07-05;12.8;G;15.6;G
1996-07-05 18:00:01;1996-07-06 18:00:00;1996-07-06;11.8;G;15.8;G
1996-07-06 18:00:01;1996-07-07 18:00:00;1996-07-07;12.0;G;15.4;G
1996-07-07 18:00:01;1996-07-08 18:00:00;1996-07-08;12.5;G;17.5;G
1996-07-08 18:00:01;1996-07-09 18:00:00;1996-07-09;12.9;G;17.4;G
1996-07-09 18:00:01;1996-07-10 18:00:00;1996-07-10;14.6;G;18.0;G
1996-07-10 18:00:01;1996-07-11 18:00:00;1996-07-11;13.4;G;18.2;G
1996-07-11 18:00:01;1996-07-12 18:00:00;1996-07-12;12.9;G;18.4;G
1996-07-12 18:00:01;1996-07-13 18:00:00;1996-07-13;13.3;G;16.1;G
1996-07-13 18:00:01;1996-07-14 18:00:00;1996-07-14;14.0;G;15.8;G
1996-07-14 18:00:01;1996-07-15 18:00:00;1996-07-15;12.4;G;15.7;G
1996-07-15 18:00:01;1996-07-16 18:00:00;1996-07-16;13.8;G;16.0;G
1996-07-16 18:00:01;1996-07-17 18:00:00;1996-07-17;13.9;G;15.6;G
1996-07-17 18:00:01;1996-07-18 18:00:00;1996-07-18;12.7;G;17.3;G
1996-07-18 18:00:01;1996-07-19 18:00:00;1996-07-19;12.3;G;17.6;G
1996-07-19 18:00:01;1996-07-20 18:00:00;1996-07-20;14.2;G;18.6;G
1996-07-20 18:00:01;1996-07-21 18:00:00;1996-07-21;14.5;G;20.4;G
1996-07-21 18:00:01;1996-07-22 18:00:00;1996-07-22;15.8;G;20.6;G
1996-07-22 18:00:01;1996-07-23 18:00:00;1996-07-23;17.5;G;20.3;G
1996-07-23 18:00:01;1996-07-24 18:00:00;1996-07-24;16.5;G;24.9;G
1996-07-24 18:00:01;1996-07-25 18:00:00;1996-07-25;17.5;G;22.2;G
1996-07-25 18:00:01;1996-07-26 18:00:00;1996-07-26;13.9;G;20.4;G
1996-07-26 18:00:01;1996-07-27 18:00:00;1996-07-27;13.0;G;17.7;G
1996-07-27 18:00:01;1996-07-28 18:00:00;1996-07-28;13.9;G;17.5;G
1996-07-28 18:00:01;1996-07-29 18:00:00;1996-07-29;13.8;G;17.3;G
1996-07-29 18:00:01;1996-07-30 18:00:00;1996-07-30;13.2;G;16.6;G
1996-07-30 18:00:01;1996-07-31 18:00:00;1996-07-31;14.0;G;16.9;G
1996-07-31 18:00:01;1996-08-01 18:00:00;1996-08-01;14.3;G;17.2;G
1996-08-01 18:00:01;1996-08-02 18:00:00;1996-08-02;14.3;G;17.0;G
1996-08-02 18:00:01;1996-08-03 18:00:00;1996-08-03;13.9;G;16.8;G
1996-08-03 18:00:01;1996-08-04 18:00:00;1996-08-04;14.8;G;17.1;G
1996-08-04 18:00:01;1996-08-05 18:00:00;1996-08-05;13.5;G;19.1;G
1996-08-05 18:00:01;1996-08-06 18:00:00;1996-08-06;15.6;G;21.8;G
1996-08-06 18:00:01;1996-08-07 18:00:00;1996-08-07;15.0;G;23.0;G
1996-08-07 18:00:01;1996-08-08 18:00:00;1996-08-08;16.2;G;20.3;G
1996-08-08 18:00:01;1996-08-09 18:00:00;1996-08-09;15.0;G;21.8;G
1996-08-09 18:00:01;1996-08-10 18:00:00;1996-08-10;14.9;G;22.0;G
1996-08-10 18:00:01;1996-08-11 18:00:00;1996-08-11;16.4;G;24.0;G
1996-08-11 18:00:01;1996-08-12 18:00:00;1996-08-12;18.0;G;24.2;G
1996-08-12 18:00:01;1996-08-13 18:00:00;1996-08-13;17.0;G;24.6;G
1996-08-13 18:00:01;1996-08-14 18:00:00;1996-08-14;16.0;G;22.5;G
1996-08-14 18:00:01;1996-08-15 18:00:00;1996-08-15;16.0;G;21.3;G
1996-08-15 18:00:01;1996-08-16 18:00:00;1996-08-16;17.5;G;22.0;G
1996-08-16 18:00:01;1996-08-17 18:00:00;1996-08-17;15.9;G;20.2;G
1996-08-17 18:00:01;1996-08-18 18:00:00;1996-08-18;15.4;G;20.3;G
1996-08-18 18:00:01;1996-08-19 18:00:00;1996-08-19;15.4;G;21.8;G
1996-08-19 18:00:01;1996-08-20 18:00:00;1996-08-20;18.4;G;22.9;G
1996-08-20 18:00:01;1996-08-21 18:00:00;1996-08-21;18.8;G;24.4;G
1996-08-21 18:00:01;1996-08-22 18:00:00;1996-08-22;19.3;G;25.2;G
1996-08-22 18:00:01;1996-08-23 18:00:00;1996-08-23;19.2;G;24.2;G
1996-08-23 18:00:01;1996-08-24 18:00:00;1996-08-24;16.7;G;23.4;G
1996-08-24 18:00:01;1996-08-25 18:00:00;1996-08-25;16.7;G;19.5;G
1996-08-25 18:00:01;1996-08-26 18:00:00;1996-08-26;17.1;G;20.0;G
1996-08-26 18:00:01;1996-08-27 18:00:00;1996-08-27;15.6;G;20.2;G
1996-08-27 18:00:01;1996-08-28 18:00:00;1996-08-28;15.5;G;22.4;G
1996-08-28 18:00:01;1996-08-29 18:00:00;1996-08-29;15.9;G;22.5;G
1996-08-29 18:00:01;1996-08-30 18:00:00;1996-08-30;15.0;G;20.5;G
1996-08-30 18:00:01;1996-08-31 18:00:00;1996-08-31;15.2;G;18.1;G
1996-08-31 18:00:01;1996-09-01 18:00:00;1996-09-01;15.5;G;18.7;G
1996-09-01 18:00:01;1996-09-02 18:00:00;1996-09-02;16.0;G;17.5;G
1996-09-02 18:00:01;1996-09-03 18:00:00;1996-09-03;16.3;G;17.9;G
1996-09-03 18:00:01;1996-09-04 18:00:00;1996-09-04;13.9;G;18.2;G
1996-09-04 18:00:01;1996-09-05 18:00:00;1996-09-05;10.7;G;16.2;G
1996-09-05 18:00:01;1996-09-06 18:00:00;1996-09-06;10.6;G;18.1;G
1996-09-06 18:00:01;1996-09-07 18:00:00;1996-09-07;11.2;G;14.7;G
1996-09-07 18:00:01;1996-09-08 18:00:00;1996-09-08;13.3;G;15.8;G
1996-09-08 18:00:01;1996-09-09 18:00:00;1996-09-09;9.0;G;15.8;G
1996-09-09 18:00:01;1996-09-10 18:00:00;1996-09-10;10.0;G;13.5;G
1996-09-10 18:00:01;1996-09-11 18:00:00;1996-09-11;8.2;G;13.8;G
1996-09-11 18:00:01;1996-09-12 18:00:00;1996-09-12;7.9;G;13.2;G
1996-09-12 18:00:01;1996-09-13 18:00:00;1996-09-13;8.0;G;15.7;G
1996-09-13 18:00:01;1996-09-14 18:00:00;1996-09-14;9.9;G;14.5;G
1996-09-14 18:00:01;1996-09-15 18:00:00;1996-09-15;10.0;G;14.0;G
1996-09-15 18:00:01;1996-09-16 18:00:00;1996-09-16;10.0;G;15.6;G
1996-09-16 18:00:01;1996-09-17 18:00:00;1996-09-17;7.6;G;15.5;G
1996-09-17 18:00:01;1996-09-18 18:00:00;1996-09-18;8.9;G;14.0;G
1996-09-18 18:00:01;1996-09-19 18:00:00;1996-09-19;10.0;G;15.0;G
1996-09-19 18:00:01;1996-09-20 18:00:00;1996-09-20;10.0;G;15.0;G
1996-09-20 18:00:01;1996-09-21 18:00:00;1996-09-21;5.8;G;12.0;G
1996-09-21 18:00:01;1996-09-22 18:00:00;1996-09-22;9.3;G;11.7;G
1996-09-22 18:00:01;1996-09-23 18:00:00;1996-09-23;8.5;G;12.2;G
1996-09-23 18:00:01;1996-09-24 18:00:00;1996-09-24;7.0;G;12.4;G
1996-09-24 18:00:01;1996-09-25 18:00:00;1996-09-25;8.0;G;13.6;G
1996-09-25 18:00:01;1996-09-26 18:00:00;1996-09-26;10.1;G;13.2;G
1996-09-26 18:00:01;1996-09-27 18:00:00;1996-09-27;9.3;G;13.2;G
1996-09-27 18:00:01;1996-09-28 18:00:00;1996-09-28;10.2;G;13.4;G
1996-09-28 18:00:01;1996-09-29 18:00:00;1996-09-29;10.8;G;13.3;G
1996-09-29 18:00:01;1996-09-30 18:00:00;1996-09-30;10.5;G;13.6;G
1996-09-30 18:00:01;1996-10-01 18:00:00;1996-10-01;11.5;G;12.6;G
1996-10-01 18:00:01;1996-10-02 18:00:00;1996-10-02;10.2;G;12.6;G
1996-10-02 18:00:01;1996-10-03 18:00:00;1996-10-03;10.3;G;12.5;G
1996-10-03 18:00:01;1996-10-04 18:00:00;1996-10-04;10.6;G;12.6;G
1996-10-04 18:00:01;1996-10-05 18:00:00;1996-10-05;11.0;G;12.1;G
1996-10-05 18:00:01;1996-10-06 18:00:00;1996-10-06;10.4;G;12.4;G
1996-10-06 18:00:01;1996-10-07 18:00:00;1996-10-07;10.8;G;12.8;G
1996-10-07 18:00:01;1996-10-08 18:00:00;1996-10-08;11.8;G;12.4;G
1996-10-08 18:00:01;1996-10-09 18:00:00;1996-10-09;10.0;G;12.3;G
1996-10-09 18:00:01;1996-10-10 18:00:00;1996-10-10;8.4;G;11.5;G
1996-10-10 18:00:01;1996-10-11 18:00:00;1996-10-11;9.9;G;11.2;G
1996-10-11 18:00:01;1996-10-12 18:00:00;1996-10-12;10.7;G;11.7;G
1996-10-12 18:00:01;1996-10-13 18:00:00;1996-10-13;10.1;G;11.8;G
